# Constructed from biom file
#OTU ID	Bact89	Bact1z3z2R	Bact5z5z2	Bact3z5z2	Bact183	Bact3z1z2R	Bact1z2z2R	Bact3z4z2	Bact128	Bact3z5z2R	Bact3z3z2	Bact90	Bact197	Bact5z5z2R	Bact127	Bact175zFB	Bact5z1z2	Bact1z5z2	Bact101	Bact5z3z2	Bact3z4z2R	Bact198	Bact1z1z2	Bact180	Bact177	Bact192	Bact5z2z2R	Bact5z1z2R	Bact5z2z2	Bact181	Bact3z3z2R	Bact176	Bact86	Bact194	Bact3z2z2R	Bact5z3z2R	Bact5z4z2	Bact1z3z2	Bact105	Bact5z4z2R	Bact182	Bact196	Bact130	Bact87	Bact184	Bact102	Bact193	Bact103	Bact1z1z2R	Bact126	Bact195	Bact1z4z2	Bact3z1z2	Bact1z5z2R	Bact3z2z2	Bact1z4z2R	Bact190	Bact104	Bact88	Bact179	Bact191	Bact1z2z2	Bact178
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Subgroup 2;D_4__uncultured eubacterium WD2123;D_5__uncultured eubacterium WD2123	79.0	463.0	500.0	227.0	153.0	145.0	721.0	148.0	191.0	223.0	242.0	44.0	190.0	256.0	285.0	5.0	29.0	298.0	253.0	527.0	120.0	30.0	84.0	300.0	160.0	412.0	587.0	23.0	532.0	141.0	35.0	122.0	127.0	388.0	260.0	266.0	194.0	201.0	87.0	430.0	243.0	333.0	296.0	614.0	190.0	137.0	220.0	202.0	45.0	265.0	565.0	505.0	100.0	513.0	58.0	460.0	165.0	180.0	276.0	243.0	595.0	16.0	114.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Subgroup 2;D_4__uncultured eubacterium WD298;D_5__uncultured eubacterium WD298	34.0	3.0	10.0	80.0	0.0	53.0	13.0	67.0	0.0	106.0	54.0	156.0	15.0	7.0	7.0	63.0	123.0	29.0	116.0	132.0	52.0	0.0	6.0	7.0	0.0	39.0	299.0	113.0	228.0	0.0	15.0	0.0	96.0	7.0	4.0	51.0	138.0	0.0	144.0	20.0	0.0	1.0	1.0	199.0	0.0	27.0	1.0	137.0	6.0	0.0	13.0	34.0	32.0	39.0	87.0	34.0	17.0	154.0	141.0	0.0	8.0	28.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Subgroup 2;D_4__uncultured forest soil bacterium;D_5__uncultured forest soil bacterium	176.0	69.0	122.0	249.0	61.0	294.0	128.0	243.0	129.0	292.0	194.0	234.0	112.0	63.0	203.0	94.0	168.0	88.0	192.0	152.0	201.0	49.0	127.0	201.0	59.0	183.0	368.0	178.0	295.0	48.0	98.0	76.0	306.0	235.0	52.0	57.0	173.0	32.0	82.0	343.0	39.0	99.0	97.0	297.0	33.0	74.0	129.0	242.0	103.0	170.0	549.0	132.0	193.0	139.0	232.0	107.0	230.0	516.0	113.0	57.0	144.0	42.0	39.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Subgroup 2;__;__	1427.0	482.0	564.0	701.0	417.0	1044.0	720.0	712.0	1348.0	974.0	777.0	1488.0	583.0	336.0	728.0	594.0	1028.0	523.0	1047.0	1435.0	501.0	218.0	1673.0	733.0	324.0	634.0	1283.0	1150.0	992.0	359.0	568.0	375.0	1229.0	691.0	357.0	905.0	853.0	291.0	375.0	672.0	266.0	535.0	1381.0	828.0	375.0	624.0	393.0	1676.0	1350.0	732.0	826.0	729.0	707.0	668.0	926.0	643.0	514.0	1729.0	1356.0	401.0	831.0	790.0	298.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;__;__;__	24.0	49.0	36.0	13.0	39.0	20.0	16.0	20.0	58.0	28.0	70.0	121.0	7.0	13.0	90.0	11.0	118.0	21.0	93.0	87.0	32.0	3.0	61.0	58.0	55.0	6.0	26.0	131.0	7.0	73.0	43.0	35.0	44.0	21.0	38.0	35.0	20.0	35.0	12.0	0.0	89.0	9.0	82.0	16.0	9.0	59.0	8.0	76.0	60.0	22.0	1.0	40.0	25.0	24.0	46.0	44.0	32.0	37.0	46.0	22.0	30.0	51.0	43.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;Ambiguous_taxa;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;D_4__Acidobacteria bacterium Ellin7246;D_5__Acidobacteria bacterium Ellin7246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__11-24;__;__	40.0	8.0	8.0	6.0	7.0	26.0	2.0	43.0	19.0	4.0	18.0	14.0	0.0	0.0	5.0	20.0	30.0	0.0	33.0	14.0	37.0	0.0	39.0	18.0	2.0	0.0	8.0	40.0	0.0	16.0	31.0	5.0	84.0	0.0	6.0	4.0	34.0	0.0	12.0	3.0	10.0	0.0	28.0	6.0	8.0	17.0	0.0	32.0	40.0	0.0	0.0	0.0	15.0	8.0	35.0	2.0	0.0	6.0	10.0	7.0	0.0	16.0	10.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;D_5__JGI 0001001-H03	0.0	2.0	0.0	10.0	0.0	2.0	11.0	18.0	0.0	4.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Blastocatellales;D_4__Blastocatellaceae;__	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Elev-16S-573;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Elev-16S-573;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Elev-16S-573;__;__	10.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Pyrinomonadales;D_4__Pyrinomonadaceae;D_5__RB41	208.0	8.0	30.0	38.0	0.0	63.0	2.0	204.0	59.0	45.0	58.0	6.0	0.0	0.0	5.0	6.0	55.0	2.0	23.0	10.0	149.0	0.0	148.0	4.0	8.0	0.0	7.0	115.0	7.0	0.0	101.0	21.0	63.0	2.0	18.0	5.0	114.0	0.0	14.0	0.0	0.0	0.0	52.0	7.0	0.0	12.0	0.0	23.0	104.0	0.0	0.0	8.0	38.0	8.0	63.0	3.0	2.0	48.0	20.0	0.0	0.0	72.0	3.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);__;__;__	36.0	5.0	39.0	18.0	0.0	36.0	2.0	8.0	21.0	11.0	22.0	11.0	0.0	9.0	0.0	25.0	29.0	11.0	16.0	6.0	14.0	0.0	50.0	0.0	11.0	0.0	9.0	33.0	2.0	0.0	13.0	0.0	41.0	2.0	14.0	0.0	27.0	0.0	7.0	0.0	3.0	0.0	18.0	3.0	0.0	25.0	0.0	11.0	48.0	0.0	0.0	4.0	25.0	15.0	40.0	8.0	0.0	37.0	5.0	0.0	4.0	85.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Holophagales;D_4__Holophagaceae;D_5__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured bacterium;D_5__uncultured bacterium	76.0	0.0	33.0	23.0	0.0	103.0	0.0	44.0	41.0	23.0	16.0	79.0	0.0	8.0	0.0	0.0	63.0	2.0	39.0	0.0	42.0	0.0	56.0	8.0	12.0	0.0	14.0	70.0	9.0	0.0	29.0	9.0	53.0	2.0	8.0	0.0	26.0	8.0	6.0	0.0	2.0	0.0	33.0	2.0	0.0	21.0	0.0	17.0	70.0	2.0	0.0	2.0	53.0	0.0	45.0	2.0	3.0	35.0	11.0	5.0	0.0	31.0	9.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured candidate division OS-K bacterium;D_5__uncultured candidate division OS-K bacterium	7.0	10.0	5.0	2.0	0.0	0.0	2.0	7.0	3.0	2.0	50.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	7.0	5.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	0.0	18.0	0.0	2.0	0.0	5.0	3.0	8.0	0.0	0.0	0.0	2.0	9.0	0.0	71.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	32.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium	48.0	10.0	28.0	5.0	14.0	53.0	5.0	48.0	7.0	17.0	37.0	7.0	3.0	5.0	0.0	3.0	35.0	3.0	21.0	13.0	44.0	0.0	54.0	27.0	15.0	10.0	25.0	44.0	36.0	0.0	16.0	22.0	19.0	42.0	12.0	14.0	32.0	4.0	5.0	0.0	17.0	24.0	9.0	2.0	9.0	6.0	2.0	6.0	52.0	7.0	10.0	4.0	31.0	0.0	42.0	3.0	14.0	17.0	12.0	3.0	60.0	51.0	4.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;__;__	165.0	10.0	44.0	10.0	6.0	48.0	5.0	104.0	39.0	21.0	90.0	46.0	0.0	4.0	3.0	49.0	62.0	7.0	74.0	20.0	62.0	0.0	73.0	7.0	20.0	0.0	4.0	51.0	2.0	0.0	136.0	13.0	59.0	11.0	15.0	16.0	81.0	8.0	9.0	0.0	21.0	3.0	5.0	9.0	0.0	48.0	0.0	25.0	113.0	16.0	0.0	10.0	29.0	7.0	41.0	6.0	2.0	33.0	29.0	0.0	17.0	82.0	7.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15;D_3__uncultured Acidobacteria bacterium;D_4__uncultured Acidobacteria bacterium;D_5__uncultured Acidobacteria bacterium	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	3.0	2.0	5.0	2.0	0.0	0.0	2.0	0.0	2.0	3.0	3.0	0.0	3.0	5.0	0.0	0.0	0.0	2.0	7.0	4.0	0.0	0.0	3.0	0.0	0.0	8.0	3.0	8.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	3.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15;__;__;__	4.0	0.0	0.0	7.0	0.0	0.0	0.0	6.0	0.0	12.0	9.0	3.0	0.0	0.0	0.0	4.0	1.0	0.0	6.0	2.0	5.0	0.0	3.0	0.0	0.0	0.0	5.0	7.0	5.0	0.0	0.0	0.0	3.0	4.0	2.0	0.0	24.0	2.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	14.0	5.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	3.0	7.0	2.0	0.0	2.0	2.0	3.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17;__;__;__	22.0	0.0	3.0	3.0	0.0	11.0	4.0	6.0	8.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	14.0	4.0	3.0	0.0	22.0	0.0	0.0	0.0	16.0	24.0	19.0	0.0	23.0	4.0	14.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	13.0	5.0	0.0	2.0	0.0	6.0	24.0	0.0	0.0	0.0	5.0	2.0	12.0	0.0	0.0	9.0	10.0	0.0	0.0	22.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;D_3__metagenome;D_4__metagenome;D_5__metagenome	0.0	3.0	4.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;D_3__uncultured Holophaga sp.;D_4__uncultured Holophaga sp.;D_5__uncultured Holophaga sp.	2.0	6.0	0.0	6.0	13.0	0.0	3.0	9.0	2.0	4.0	11.0	4.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0	16.0	5.0	0.0	0.0	4.0	3.0	2.0	6.0	0.0	5.0	10.0	0.0	3.0	3.0	8.0	2.0	4.0	2.0	5.0	6.0	0.0	3.0	2.0	2.0	5.0	2.0	6.0	2.0	5.0	0.0	2.0	0.0	2.0	7.0	5.0	0.0	2.0	0.0	7.0	5.0	2.0	9.0	0.0	6.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;__;__;__	55.0	18.0	35.0	19.0	10.0	28.0	5.0	48.0	48.0	18.0	29.0	35.0	0.0	0.0	27.0	22.0	53.0	9.0	19.0	23.0	41.0	0.0	122.0	9.0	11.0	0.0	30.0	52.0	22.0	7.0	43.0	14.0	33.0	15.0	11.0	8.0	87.0	15.0	11.0	2.0	9.0	2.0	57.0	14.0	2.0	24.0	0.0	69.0	94.0	0.0	0.0	9.0	19.0	25.0	32.0	4.0	6.0	49.0	40.0	16.0	11.0	31.0	19.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured bacterium 213;D_4__uncultured bacterium 213;D_5__uncultured bacterium 213	48.0	6.0	23.0	17.0	1.0	36.0	1.0	37.0	23.0	4.0	36.0	2.0	2.0	4.0	13.0	12.0	32.0	2.0	24.0	0.0	27.0	0.0	33.0	8.0	9.0	0.0	23.0	27.0	27.0	8.0	20.0	19.0	19.0	4.0	11.0	6.0	56.0	4.0	11.0	0.0	9.0	2.0	30.0	8.0	0.0	21.0	0.0	15.0	40.0	7.0	0.0	6.0	27.0	1.0	35.0	9.0	5.0	25.0	28.0	2.0	0.0	37.0	4.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured bacterium 259;D_4__uncultured bacterium 259;D_5__uncultured bacterium 259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured bacterium DA023;D_4__uncultured bacterium DA023;D_5__uncultured bacterium DA023	5.0	0.0	5.0	7.0	0.0	5.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	1.0	9.0	0.0	0.0	5.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	5.0	13.0	0.0	0.0	2.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__uncultured forest soil bacterium;D_4__uncultured forest soil bacterium;D_5__uncultured forest soil bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;D_3__unidentified;D_4__unidentified;D_5__unidentified	4.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	3.0	4.0	5.0	0.0	0.0	2.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;__;__;__	191.0	76.0	188.0	103.0	75.0	250.0	70.0	258.0	80.0	96.0	271.0	17.0	20.0	48.0	42.0	59.0	212.0	89.0	169.0	132.0	184.0	0.0	245.0	115.0	46.0	30.0	124.0	204.0	117.0	101.0	138.0	104.0	199.0	77.0	72.0	67.0	205.0	74.0	66.0	38.0	114.0	46.0	108.0	103.0	26.0	131.0	10.0	95.0	233.0	36.0	17.0	95.0	213.0	88.0	235.0	93.0	62.0	176.0	142.0	47.0	95.0	209.0	51.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10	43.0	7.0	71.0	36.0	0.0	83.0	0.0	24.0	51.0	16.0	83.0	8.0	0.0	5.0	14.0	10.0	110.0	12.0	135.0	208.0	30.0	0.0	47.0	2.0	11.0	10.0	23.0	103.0	23.0	0.0	31.0	8.0	55.0	10.0	17.0	107.0	92.0	5.0	9.0	0.0	14.0	0.0	61.0	36.0	0.0	39.0	0.0	45.0	33.0	7.0	11.0	10.0	57.0	9.0	96.0	8.0	2.0	114.0	11.0	2.0	0.0	48.0	0.0
D_0__Bacteria;D_1__Acidobacteria;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	6.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;Ambiguous_taxa;Ambiguous_taxa	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__actinobacterium YJF2-33;D_5__actinobacterium YJF2-33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__bacterium enrichment culture clone auto73_4W;D_5__bacterium enrichment culture clone auto73_4W	21.0	7.0	24.0	13.0	0.0	14.0	2.0	14.0	2.0	7.0	13.0	29.0	0.0	5.0	4.0	8.0	8.0	17.0	15.0	11.0	13.0	0.0	18.0	8.0	10.0	6.0	10.0	22.0	11.0	2.0	9.0	4.0	17.0	0.0	0.0	5.0	10.0	0.0	3.0	3.0	0.0	0.0	7.0	6.0	0.0	16.0	4.0	19.0	11.0	7.0	3.0	7.0	5.0	11.0	24.0	5.0	2.0	25.0	12.0	2.0	0.0	9.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured Acidimicrobiaceae bacterium;D_5__uncultured Acidimicrobiaceae bacterium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__uncultured Ferrimicrobium sp.;D_5__uncultured Ferrimicrobium sp.	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
